id,company_id/id,currency_id/id,tag_ids/id,name,code,account_type,reconcile,create_asset,deprecated,opening_credit,opening_debit,opening_balance
marin.account_101_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cash main,101.01.001,Bank and Cash,,No,,,,
marin.account_101_01_003_lmmr,marin.company_lmmr,base.USD,l10n_mx.tag_debit_balance_account,Cash USD,101.01.003,Bank and Cash,,No,,,,
marin.account_101_01_005_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cash BAL,101.01.005,Bank and Cash,,No,,,,
marin.account_101_01_007_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cash SJN,101.01.007,Bank and Cash,,No,,,,
marin.account_102_01_000_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank suspense account,102.01.000,Current Assets,,No,,,,
marin.account_102_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank BBVA 0194254961,102.01.001,Bank and Cash,,No,,,,
marin.account_102_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank Banorte 0313328770,102.01.002,Bank and Cash,,No,,,,
marin.account_102_01_003_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank Efectivale - Expenses,102.01.003,Bank and Cash,,No,,,,
marin.account_102_01_004_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank BanBajio 0038383478,102.01.004,Bank and Cash,,No,,,,
marin.account_102_01_020_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank BBVA meta segura,102.01.020,Bank and Cash,,No,,,,
marin.account_102_01_111_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Liquidity transfer,102.01.111,Current Assets,True,No,,,,
marin.account_102_01_112_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Balance transfer between clients,102.01.112,Current Assets,True,No,,,,
marin.account_105_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Domestic customers FF,105.01.001,Receivable,True,No,,,,
marin.account_105_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Domestic customers NF,105.01.002,Receivable,True,No,,,,
marin.account_107_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Officers and employees FF,107.01.001,Payable,True,No,,,,
marin.account_107_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Officers and employees NF,107.01.002,Payable,True,No,,,,
marin.account_113_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,VAT in favor,113.01.001,Current Assets,,No,,,,
marin.account_113_02_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Income tax (ISR) in favor,113.02.001,Current Assets,,No,,,,
marin.account_113_06_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employment subsidy actually delivered,113.06.001,Current Assets,,No,,,,
marin.account_113_08_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other taxes in favor,113.08.001,Current Assets,,No,,,,
marin.account_114_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Provisional income tax (ISR) payments,114.01.001,Current Assets,,No,,,,
marin.account_115_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Inventory FF,115.01.001,Current Assets,,No,,,,
marin.account_115_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Inventory NF,115.01.002,Current Assets,,No,,,,
marin.account_118_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Paid VAT creditable,118.01.001,Current Assets,,No,,,,
marin.account_118_03_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Paid IEPS creditable,118.03.001,Current Assets,,No,,,,
marin.account_119_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Unpaid VAT creditable,119.01.001,Current Assets,True,No,,,,
marin.account_119_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Non-deductible unpaid VAT,119.01.002,Current Liabilities,True,No,,,,
marin.account_119_03_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Unpaid IEPS creditable,119.03.001,Current Assets,True,No,,,,
marin.account_120_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Suppliers advances FF,120.01.001,Prepayments,True,No,,,,
marin.account_120_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Suppliers advances NF,120.01.002,Prepayments,True,No,,,,
marin.account_151_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Lands FF,151.01.001,Fixed Assets,,Create in draft,,,,
marin.account_151_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Lands NF,151.01.002,Fixed Assets,,Create in draft,,,,
marin.account_153_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Machinery and equipment FF,153.01.001,Fixed Assets,,Create in draft,,,,
marin.account_153_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Machinery and equipment NF,153.01.002,Fixed Assets,,Create in draft,,,,
marin.account_154_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Automobiles, trucks, forklifts and trailers FF",154.01.001,Fixed Assets,,Create in draft,,,,
marin.account_154_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Automobiles, trucks, forklifts and trailers NF",154.01.002,Fixed Assets,,Create in draft,,,,
marin.account_155_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Furniture and office equipment FF,155.01.001,Fixed Assets,,Create in draft,,,,
marin.account_155_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Furniture and office equipment NF,155.01.002,Fixed Assets,,Create in draft,,,,
marin.account_156_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Computing equipment FF,156.01.001,Fixed Assets,,Create in draft,,,,
marin.account_160_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other fixed assets FF,160.01.001,Fixed Assets,,Create in draft,,,,
marin.account_165_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Communications equipment FF,165.01.001,Fixed Assets,,Create in draft,,,,
marin.account_165_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Communications equipment NF,165.01.002,Fixed Assets,,Create in draft,,,,
marin.account_179_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Brands and patents FF,179.01.001,Fixed Assets,,Create in draft,,,,
marin.account_201_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Domestic suppliers FF,201.01.001,Payable,True,No,,,,
marin.account_201_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Domestic suppliers NF,201.01.002,Payable,True,No,,,,
marin.account_201_02_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Foreign suppliers FF,201.02.001,Payable,True,No,,,,
marin.account_202_03_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Payments done by thirth party in name of the company FF,202.03.001,Current Liabilities,True,No,,,,
marin.account_202_03_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Bank BBVA CC 4406,202.03.002,Credit Card,,No,,,,
marin.account_202_03_003_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Bank BBVA revolving business credit,202.03.003,Credit Card,,No,,,,
marin.account_202_03_004_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Bank BBVA TN 5064,202.03.004,Credit Card,,No,,,,
marin.account_202_03_005_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Bank BBVA 1007025823,202.03.005,Credit Card,,No,,,,
marin.account_202_03_006_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Bank American Express Gold,202.03.006,Credit Card,,No,,,,
marin.account_202_03_007_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Bank American Express Platinum,202.03.007,Credit Card,,No,,,,
marin.account_202_03_099_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Returned bank transactions,202.03.099,Current Liabilities,True,No,,,,
marin.account_206_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Customer advance FF,206.01.001,Current Liabilities,True,No,,,,
marin.account_208_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Collected transfered VAT,208.01.001,Current Liabilities,,No,,,,
marin.account_208_02_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Collected transfered IEPS,208.02.001,Current Liabilities,,No,,,,
marin.account_209_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Uncollected transfered VAT,209.01.001,Current Liabilities,True,No,,,,
marin.account_209_02_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Uncollected transfered IEPS,209.02.001,Current Liabilities,True,No,,,,
marin.account_210_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Provision for wages and salaries payable,210.01.001,Current Liabilities,True,No,,,,
marin.account_213_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,VAT payable,213.01.001,Current Liabilities,,No,,,,
marin.account_213_03_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Income tax (ISR) payable,213.03.001,Current Liabilities,,No,,,,
marin.account_213_05_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,State and municipal taxes payable,213.05.001,Current Liabilities,,No,,,,
marin.account_216_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Income tax (ISR) withholdings from wages and salaries,216.01.001,Current Liabilities,True,No,,,,
marin.account_216_03_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Income tax (ISR) withholdings from leasing,216.03.001,Current Liabilities,,No,,,,
marin.account_216_03_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Uncollected Income tax (ISR) withholdings from leasing,216.03.002,Current Liabilities,True,No,,,,
marin.account_216_10_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,VAT retentions from leasing,216.10.002,Current Liabilities,,No,,,,
marin.account_216_10_010_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,VAT retentions,216.10.010,Current Liabilities,,No,,,,
marin.account_216_10_020_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,VAT retentions actually paid,216.10.020,Current Liabilities,,No,,,,
marin.account_216_11_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,IMSS withholdings from employees FF,216.11.001,Current Liabilities,,No,,,,
marin.account_252_07_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Long-term national mortgages payable,252.07.001,Non-current Liabilities,True,No,,,,
marin.account_302_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Equity FF,302.01.001,Equity,,No,,,,
marin.account_302_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Equity NF,302.01.002,Equity,,No,,,,
marin.account_304_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Profit from prior periods FF,304.01.001,Equity,,No,,,,
marin.account_304_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Profit from prior periods NF,304.01.002,Equity,,No,,,,
marin.account_304_02_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Loss from prior periods FF,304.02.001,Equity,,No,,,,
marin.account_304_02_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Loss from prior periods NF,304.02.002,Equity,,No,,,,
marin.account_305_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Net income FF,305.01.001,Equity,,No,,,,
marin.account_305_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Net income NF,305.01.002,Equity,,No,,,,
marin.account_305_02_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Net loss FF,305.02.001,Equity,,No,,,,
marin.account_305_02_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Net loss NF,305.02.002,Equity,,No,,,,
marin.account_401_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 16% FF,401.01.001,Income,,No,,,,
marin.account_401_04_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FF,401.04.001,Income,,No,,,,
marin.account_401_04_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% NF,401.04.002,Income,,No,,,,
marin.account_401_04_003_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - Discounts on sales NF due payment in FX,401.04.003,Income,,No,,,,
marin.account_401_04_004_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - Discounts on sales NF LMMG,401.04.004,Income,,No,True,,,
marin.account_401_04_005_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - Self cash trade --> self bank,401.04.005,Income,,No,,,,
marin.account_401_04_006_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - Multi company cash trade --> self bank,401.04.006,Income,,No,,,,
marin.account_401_04_007_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - self bank trade --> self cash to thirth parties,401.04.007,Income,,No,,,,
marin.account_401_04_008_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - self bank trade --> multi company cash to thirth parties,401.04.008,Income,,No,,,,
marin.account_401_04_009_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - Bank trade LMMG --> bank LMMR,401.04.009,Income,,No,,,,
marin.account_401_04_012_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - Bank trade GLMM --> bank LMMR,401.04.012,Income,,No,,,,
marin.account_401_04_013_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - without invoice without discount over sales NF,401.04.013,Income,,No,,,,
marin.account_401_04_014_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - without invoice with discount over sales NF,401.04.014,Income,,No,,,,
marin.account_401_04_015_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% FX - with invoice without discount on sales NF,401.04.015,Income,,No,,,,
marin.account_401_04_016_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Sales 0% NFX,401.04.016,Income,,No,,,,
marin.account_401_04_017_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Sales NF discounts for payment in kind,401.04.017,Cost of Revenue,,No,,,,
marin.account_401_04_018_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Sales NF discounts for payment in FX multi company,401.04.018,Cost of Revenue,,No,,,,
marin.account_401_22_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Rental income FF,401.22.001,Income,,No,,,,
marin.account_401_22_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Rental income NF,401.22.002,Income,,No,,,,
marin.account_501_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cost of sales FF,501.01.001,Cost of Revenue,,No,,,,
marin.account_501_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cost of sales NF,501.01.002,Cost of Revenue,,No,,,,
marin.account_501_01_003_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cost of sales FX,501.01.003,Cost of Revenue,,No,,,,
marin.account_503_01_005_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Purchase discounts for payment in kind NF,503.01.005,Other Income,,No,,,,
marin.account_503_01_007_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Purchase discounts due payment in LMMG,503.01.007,Other Income,,No,,,,
marin.account_504_08_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Machinery and equipment depreciation FF,504.08.001,Depreciation,,No,,,,
marin.account_504_08_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Machinery and equipment depreciation NF,504.08.002,Depreciation,,No,,,,
marin.account_504_09_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Automobiles, buses and trucks depreciation FF",504.09.001,Depreciation,,No,,,,
marin.account_504_09_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Automobiles, buses and trucks depreciation NF",504.09.002,Depreciation,,No,,,,
marin.account_504_10_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Furniture and office equipment depreciation FF,504.10.001,Depreciation,,No,,,,
marin.account_504_10_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Furniture and office equipment depreciation NF,504.10.002,Depreciation,,No,,,,
marin.account_504_11_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Computing equipment depreciation FF,504.11.001,Depreciation,,No,,,,
marin.account_504_12_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Communications equipment depreciation FF,504.12.001,Depreciation,,No,,,,
marin.account_504_14_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Land depreciation FF,504.14.001,Depreciation,,No,,,,
marin.account_504_14_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Land depreciation NF,504.14.002,Depreciation,,No,,,,
marin.account_601_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Wages and salaries FF,601.01.001,Expenses,,No,,,,
marin.account_601_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Wages and salaries NF,601.01.002,Expenses,,No,,,,
marin.account_601_06_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacations FF,601.06.001,Expenses,,No,,,,
marin.account_601_06_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacations NF,601.06.002,Expenses,,No,,,,
marin.account_601_07_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacation bonus FF,601.07.001,Expenses,,No,,,,
marin.account_601_07_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacation bonus NF,601.07.002,Expenses,,No,,,,
marin.account_601_12_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Christmas bonus FF,601.12.001,Expenses,,No,,,,
marin.account_601_12_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Christmas bonus NF,601.12.002,Expenses,,No,,,,
marin.account_601_15_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Personal pantry FF,601.15.001,Expenses,,No,,,,
marin.account_601_15_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Personal pantry NF,601.15.002,Expenses,,No,,,,
marin.account_601_16_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Transportation FF,601.16.001,Expenses,,No,,,,
marin.account_601_16_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Transportation NF,601.16.002,Expenses,,No,,,,
marin.account_601_17_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Medical services FF,601.17.001,Expenses,,No,,,,
marin.account_601_17_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Medical services NF,601.17.002,Expenses,,No,,,,
marin.account_601_26_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employer's social security contributions FF,601.26.001,Expenses,,No,,,,
marin.account_601_34_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to individuals FF,601.34.001,Expenses,,No,,,,
marin.account_601_34_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to individuals NF,601.34.002,Expenses,,No,,,,
marin.account_601_38_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to legal entities FF,601.38.001,Expenses,,No,,,,
marin.account_601_38_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to legal entities NF,601.38.002,Expenses,,No,,,,
marin.account_601_48_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fuel and lubricants FF,601.48.001,Expenses,,No,,,,
marin.account_601_48_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fuel and lubricants NF,601.48.002,Expenses,,No,,,,
marin.account_601_49_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Per diems and travel expenses FF,601.49.001,Expenses,,No,,,,
marin.account_601_49_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Per diems and travel expenses NF,601.49.002,Expenses,,No,,,,
marin.account_601_50_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Telephone, internet FF",601.50.001,Expenses,,No,,,,
marin.account_601_50_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Telephone, internet NF",601.50.002,Expenses,,No,,,,
marin.account_601_51_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Water FF,601.51.001,Expenses,,No,,,,
marin.account_601_51_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Water NF,601.51.002,Expenses,,No,,,,
marin.account_601_52_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Electric power FF,601.52.001,Expenses,,No,,,,
marin.account_601_52_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Electric power NF,601.52.002,Expenses,,No,,,,
marin.account_601_54_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cleaning articles and expenses FF,601.54.001,Expenses,,No,,,,
marin.account_601_54_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cleaning articles and expenses NF,601.54.002,Expenses,,No,,,,
marin.account_601_56_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Maintenance and conservation FF,601.56.001,Expenses,,No,,,,
marin.account_601_56_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Maintenance and conservation NF,601.56.002,Expenses,,No,,,,
marin.account_601_57_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Insurance and bonds FF,601.57.001,Expenses,,No,,,,
marin.account_601_58_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other taxes and duties FF,601.58.001,Expenses,,No,,,,
marin.account_601_58_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other taxes and duties NF,601.58.002,Expenses,,No,,,,
marin.account_601_63_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Donations and aids FF,601.63.001,Expenses,,No,,,,
marin.account_601_63_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Donations and aids NF,601.63.002,Expenses,,No,,,,
marin.account_601_78_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Property taxes FF,601.78.001,Expenses,,No,,,,
marin.account_601_78_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Property taxes NF,601.78.002,Expenses,,No,,,,
marin.account_601_80_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Construction expenses FF,601.80.001,Expenses,,No,,,,
marin.account_601_80_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Construction expenses NF,601.80.002,Expenses,,No,,,,
marin.account_601_83_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - personal,601.83.001,Expenses,,No,,,,
marin.account_601_83_008_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - Actualizaciones,601.83.008,Expenses,,No,,,,
marin.account_601_84_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other general expenses FF,601.84.001,Expenses,,No,,,,
marin.account_601_84_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other general expenses NF,601.84.002,Expenses,,No,,,,
marin.account_602_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Wages and salaries FF,602.01.001,Expenses,,No,,,,
marin.account_602_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Wages and salaries NF,602.01.002,Expenses,,No,,,,
marin.account_602_02_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Compensations - Payments made in excess to the worker FF,602.02.001,Expenses,,No,,,,
