id,company_id/id,currency_id/id,tag_ids/id,name,code,account_type,reconcile,create_asset,deprecated,opening_credit,opening_debit,opening_balance
marin.account_602_02_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Compensations - Payments made in excess to the worker NF,602.02.002,Expenses,,No,,,,
marin.account_602_06_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacations FF,602.06.001,Expenses,,No,,,,
marin.account_602_06_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacations NF,602.06.002,Expenses,,No,,,,
marin.account_602_07_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacation bonus FF,602.07.001,Expenses,,No,,,,
marin.account_602_07_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacation bonus NF,602.07.002,Expenses,,No,,,,
marin.account_602_10_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Gratifications NF,602.10.002,Expenses,,No,,,,
marin.account_602_12_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Christmas bonus FF,602.12.001,Expenses,,No,,,,
marin.account_602_12_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Christmas bonus NF,602.12.002,Expenses,,No,,,,
marin.account_602_15_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employee pantry FF,602.15.001,Expenses,,No,,,,
marin.account_602_15_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employee pantry NF,602.15.002,Expenses,,No,,,,
marin.account_602_16_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Transportation FF,602.16.001,Expenses,,No,,,,
marin.account_602_16_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Transportation NF,602.16.002,Expenses,,No,,,,
marin.account_602_17_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Medical services NF,602.17.002,Expenses,,No,,,,
marin.account_602_19_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Savings fund NF,602.19.002,Expenses,,No,,,,
marin.account_602_25_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other employee benefits FF,602.25.001,Expenses,,No,,,,
marin.account_602_25_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other employee benefits NF,602.25.002,Expenses,,No,,,,
marin.account_602_26_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employer's social security contributions FF,602.26.001,Expenses,,No,,,,
marin.account_602_26_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employer's social security contributions NF,602.26.002,Expenses,,No,,,,
marin.account_602_27_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Contributions to INFONAVIT FF,602.27.001,Expenses,,No,,,,
marin.account_602_30_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other contributions FF,602.30.001,Expenses,,No,,,,
marin.account_602_34_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to individuals FF,602.34.001,Expenses,,No,,,,
marin.account_602_34_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to individuals NF,602.34.002,Expenses,,No,,,,
marin.account_602_38_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to legal entities FF,602.38.001,Expenses,,No,,,,
marin.account_602_38_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to legal entities NF,602.38.002,Expenses,,No,,,,
marin.account_602_45_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Lease to individuals FF,602.45.001,Expenses,,No,,,,
marin.account_602_45_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Lease to individuals NF,602.45.002,Expenses,,No,,,,
marin.account_602_46_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Lease to legal entities FF,602.46.001,Expenses,,No,,,,
marin.account_602_46_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Lease to legal entities NF,602.46.002,Expenses,,No,,,,
marin.account_602_48_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fuel and lubricants FF,602.48.001,Expenses,,No,,,,
marin.account_602_48_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fuel and lubricants NF,602.48.002,Expenses,,No,,,,
marin.account_602_49_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Per diems and travel expenses FF,602.49.001,Expenses,,No,,,,
marin.account_602_49_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Per diems and travel expenses NF,602.49.002,Expenses,,No,,,,
marin.account_602_50_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Telephone, internet FF",602.50.001,Expenses,,No,,,,
marin.account_602_50_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Telephone, internet NF",602.50.002,Expenses,,No,,,,
marin.account_602_51_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Water FF,602.51.001,Expenses,,No,,,,
marin.account_602_51_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Water NF,602.51.002,Expenses,,No,,,,
marin.account_602_52_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Electric power FF,602.52.001,Expenses,,No,,,,
marin.account_602_52_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Electric power NF,602.52.002,Expenses,,No,,,,
marin.account_602_53_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Surveylance and security NF,602.53.002,Expenses,,No,,,,
marin.account_602_54_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cleaning articles and expenses FF,602.54.001,Expenses,,No,,,,
marin.account_602_54_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cleaning articles and expenses NF,602.54.002,Expenses,,No,,,,
marin.account_602_56_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Maintenance and conservation FF,602.56.001,Expenses,,No,,,,
marin.account_602_56_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Maintenance and conservation NF,602.56.002,Expenses,,No,,,,
marin.account_602_57_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Insurance and bonds FF,602.57.001,Expenses,,No,,,,
marin.account_602_58_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other taxes and duties NF,602.58.002,Expenses,,No,,,,
marin.account_602_61_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Promotion, advertising and publicity FF",602.61.001,Expenses,,No,,,,
marin.account_602_61_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Promotion, advertising and publicity NF",602.61.002,Expenses,,No,,,,
marin.account_602_62_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employee training FF,602.62.001,Expenses,,No,,,,
marin.account_602_62_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employee training NF,602.62.002,Expenses,,No,,,,
marin.account_602_72_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Freight and haulage FF,602.72.001,Expenses,,No,,,,
marin.account_602_72_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Freight and haulage NF,602.72.002,Expenses,,No,,,,
marin.account_602_74_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Sales commissions FF,602.74.001,Expenses,,No,,,,
marin.account_602_74_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Sales commissions NF,602.74.002,Expenses,,No,,,,
marin.account_602_77_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uniforms FF,602.77.001,Expenses,,No,,,,
marin.account_602_77_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uniforms NF,602.77.002,Expenses,,No,,,,
marin.account_602_78_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Property taxes FF,602.78.001,Expenses,,No,,,,
marin.account_602_78_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Property taxes NF,602.78.002,Expenses,,No,,,,
marin.account_602_80_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Construction expenses FF,602.80.001,Expenses,,No,,,,
marin.account_602_80_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Construction expenses NF,602.80.002,Expenses,,No,,,,
marin.account_602_83_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - without fiscal requirements,602.83.001,Expenses,,No,,,,
marin.account_602_83_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - Fuel and lubricants,602.83.002,Expenses,,No,,,,
marin.account_602_83_004_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - Per diem and travel expenses,602.83.004,Expenses,,No,,,,
marin.account_602_83_005_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - Maintenance and conservation,602.83.005,Expenses,,No,,,,
marin.account_602_83_007_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - non-deductible VAT,602.83.007,Expenses,,No,,,,
marin.account_602_83_008_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - Freight and haulage,602.83.008,Expenses,,No,,,,
marin.account_602_84_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other sales expenses FF,602.84.001,Expenses,,No,,,,
marin.account_602_84_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other sales expenses NF,602.84.002,Expenses,,No,,,,
marin.account_602_84_003_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uncollectible debts LMMR FF,602.84.003,Expenses,,No,,,,
marin.account_602_84_004_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uncollectible debts LMMR NF,602.84.004,Expenses,,No,,,,
marin.account_602_84_005_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uncollectible debts LMMG FF,602.84.005,Expenses,,No,,,,
marin.account_602_84_006_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uncollectible debts LMMG NF,602.84.006,Expenses,,No,,,,
marin.account_602_84_007_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uncollectible debts GLMM FF,602.84.007,Expenses,,No,,,,
marin.account_602_84_008_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uncollectible debts GLMM NF,602.84.008,Expenses,,No,,,,
marin.account_603_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Wages and salaries FF,603.01.001,Expenses,,No,,,,
marin.account_603_01_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Wages and salaries NF,603.01.002,Expenses,,No,,,,
marin.account_603_06_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacations FF,603.06.001,Expenses,,No,,,,
marin.account_603_06_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacations NF,603.06.002,Expenses,,No,,,,
marin.account_603_07_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacation bonus FF,603.07.001,Expenses,,No,,,,
marin.account_603_07_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Vacation bonus NF,603.07.002,Expenses,,No,,,,
marin.account_603_10_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Gratifications NF,603.10.002,Expenses,,No,,,,
marin.account_603_100_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cash trade LMMR --> bank LMMG,603.100.002,Expenses,,No,,,,
marin.account_603_100_003_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cash trade LMMR --> bank GLMM,603.100.003,Expenses,,No,,,,
marin.account_603_101_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank trade LMMR --> bank LMMG,603.101.002,Expenses,,No,,,,
marin.account_603_101_003_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank trade LMMR --> bank GLMM,603.101.003,Expenses,,No,,,,
marin.account_603_102_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank trade LMMG --> self cash to thirth parties,603.102.002,Expenses,,No,,,,
marin.account_603_102_003_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank trade GLMM --> self cash to thirth parties,603.102.003,Expenses,,No,,,,
marin.account_603_12_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Christmas bonus FF,603.12.001,Expenses,,No,,,,
marin.account_603_12_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Christmas bonus NF,603.12.002,Expenses,,No,,,,
marin.account_603_15_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employee pantry FF,603.15.001,Expenses,,No,,,,
marin.account_603_15_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employee pantry NF,603.15.002,Expenses,,No,,,,
marin.account_603_16_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Transportation FF,603.16.001,Expenses,,No,,,,
marin.account_603_16_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Transportation NF,603.16.002,Expenses,,No,,,,
marin.account_603_17_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Medical services NF,603.17.002,Expenses,,No,,,,
marin.account_603_19_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Savings fund NF,603.19.002,Expenses,,No,,,,
marin.account_603_25_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other employee benefits FF,603.25.001,Expenses,,No,,,,
marin.account_603_25_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other employee benefits NF,603.25.002,Expenses,,No,,,,
marin.account_603_26_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employer's social security contributions FF,603.26.001,Expenses,,No,,,,
marin.account_603_26_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employer's social security contributions NF,603.26.002,Expenses,,No,,,,
marin.account_603_27_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Contributions to INFONAVIT FF,603.27.001,Expenses,,No,,,,
marin.account_603_30_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other contributions FF,603.30.001,Expenses,,No,,,,
marin.account_603_32_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Administrative services FF,603.32.001,Expenses,,No,,,,
marin.account_603_32_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Administrative services NF,603.32.002,Expenses,,No,,,,
marin.account_603_34_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to individuals FF,603.34.001,Expenses,,No,,,,
marin.account_603_34_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to individuals NF,603.34.002,Expenses,,No,,,,
marin.account_603_38_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to legal entities FF,603.38.001,Expenses,,No,,,,
marin.account_603_38_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fees to legal entities NF,603.38.002,Expenses,,No,,,,
marin.account_603_45_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Lease to individuals FF,603.45.001,Expenses,,No,,,,
marin.account_603_45_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Lease to individuals NF,603.45.002,Expenses,,No,,,,
marin.account_603_48_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fuel and lubricants FF,603.48.001,Expenses,,No,,,,
marin.account_603_48_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Fuel and lubricants NF,603.48.002,Expenses,,No,,,,
marin.account_603_49_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Per diems and travel expenses FF,603.49.001,Expenses,,No,,,,
marin.account_603_49_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Per diems and travel expenses NF,603.49.002,Expenses,,No,,,,
marin.account_603_50_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Telephone, internet FF",603.50.001,Expenses,,No,,,,
marin.account_603_50_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Telephone, internet NF",603.50.002,Expenses,,No,,,,
marin.account_603_51_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Water FF,603.51.001,Expenses,,No,,,,
marin.account_603_51_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Water NF,603.51.002,Expenses,,No,,,,
marin.account_603_52_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Electric power FF,603.52.001,Expenses,,No,,,,
marin.account_603_52_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Electric power NF,603.52.002,Expenses,,No,,,,
marin.account_603_53_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Surveylance and security NF,603.53.002,Expenses,,No,,,,
marin.account_603_54_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cleaning articles and expenses FF,603.54.001,Expenses,,No,,,,
marin.account_603_54_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cleaning articles and expenses NF,603.54.002,Expenses,,No,,,,
marin.account_603_55_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Office supplies and stationery FF,603.55.001,Expenses,,No,,,,
marin.account_603_55_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Office supplies and stationery NF,603.55.002,Expenses,,No,,,,
marin.account_603_56_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Maintenance and conservation FF,603.56.001,Expenses,,No,,,,
marin.account_603_56_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Maintenance and conservation NF,603.56.002,Expenses,,No,,,,
marin.account_603_57_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Insurance and bonds FF,603.57.001,Expenses,,No,,,,
marin.account_603_58_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other taxes and duties FF,603.58.001,Expenses,,No,,,,
marin.account_603_58_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other taxes and duties NF,603.58.002,Expenses,,No,,,,
marin.account_603_59_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Tax penalties FF,603.59.001,Expenses,,No,,,,
marin.account_603_61_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Promotion, advertising and publicity FF",603.61.001,Expenses,,No,,,,
marin.account_603_61_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,"Promotion, advertising and publicity NF",603.61.002,Expenses,,No,,,,
marin.account_603_62_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employee training FF,603.62.001,Expenses,,No,,,,
marin.account_603_62_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Employee training NF,603.62.002,Expenses,,No,,,,
marin.account_603_75_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uniforms FF,603.75.001,Expenses,,No,,,,
marin.account_603_75_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Uniforms NF,603.75.002,Expenses,,No,,,,
marin.account_603_76_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Property taxes FF,603.76.001,Expenses,,No,,,,
marin.account_603_76_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Property taxes NF,603.76.002,Expenses,,No,,,,
marin.account_603_82_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other administration expenses NF,603.82.002,Expenses,,No,,,,
marin.account_603_83_006_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - Administrative services,603.83.006,Expenses,,No,,,,
marin.account_603_83_008_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Non-deductible expenses - Actualizaciones,603.83.008,Expenses,,No,,,,
marin.account_611_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Income tax (ISR),611.01.001,Expenses,,No,,,,
marin.account_701_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Currency exchange loss,701.01.001,Expenses,,No,,,,
marin.account_701_04_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Interest expense to domestic bank FF,701.04.001,Expenses,,No,,,,
marin.account_701_08_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Interest expense to domestic legal entities FF,701.08.001,Expenses,,No,,,,
marin.account_701_10_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank commissions FF,701.10.001,Expenses,,No,,,,
marin.account_701_10_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Bank commissions NF,701.10.002,Expenses,,No,,,,
marin.account_702_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Currency exchange gain,702.01.001,Other Income,,No,,,,
marin.account_703_21_001_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Other expenses FF,703.21.001,Expenses,,No,,,,
marin.account_703_21_002_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Loss due to cash discrepancy,703.21.002,Expenses,,No,,,,
marin.account_703_21_003_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Loss from cash discount,703.21.003,Expenses,,No,,,,
marin.account_704_01_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Gain on sale and/or disposal of lands FF,704.01.001,Other Income,,No,,,,
marin.account_704_03_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Gain on sale and/or disposal of machinery and equipment FF,704.03.001,Other Income,,No,,,,
marin.account_704_04_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,"Gain on sale and/or disposal of automobiles, buses, trucks, forklifts or trailers FF",704.04.001,Other Income,,No,,,,
marin.account_704_04_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,"Gain on sale and/or disposal of automobiles, buses, trucks, forklifts or trailers NF",704.04.002,Other Income,,No,,,,
marin.account_704_22_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Gain from cash discount,704.22.001,Other Income,,No,,,,
marin.account_704_23_001_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Other products FF,704.23.001,Other Income,,No,,,,
marin.account_704_23_002_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Gain from cash discrepancy,704.23.002,Other Income,,No,,,,
marin.account_704_23_003_lmmr,marin.company_lmmr,,l10n_mx.tag_credit_balance_account,Indemnities FF,704.23.003,Other Income,,No,,,,
marin.account_899_01_099_lmmr,marin.company_lmmr,,l10n_mx.tag_debit_balance_account,Cash flow basis for taxation,899.01.099,Expenses,,No,,,,
marin.account_101_01_001_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Cash main,101.01.001,Bank and Cash,,No,,,,
marin.account_101_01_003_tjgl,marin.company_tjgl,base.USD,l10n_mx.tag_debit_balance_account,Cash USD,101.01.003,Bank and Cash,,No,,,,
marin.account_102_01_000_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Bank suspense account,102.01.000,Current Assets,,No,,,,
marin.account_102_01_001_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Bank BBVA 0463866521,102.01.001,Bank and Cash,,No,,,,
marin.account_102_01_010_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Bank BBVA Payroll,102.01.010,Bank and Cash,,No,,,,
marin.account_102_01_111_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Liquidity transfer,102.01.111,Current Assets,True,No,,,,
marin.account_105_01_001_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Domestic customers FF,105.01.001,Receivable,True,No,,,,
marin.account_105_01_002_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Domestic customers NF,105.01.002,Receivable,True,No,,,,
marin.account_113_01_001_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,VAT in favor,113.01.001,Current Assets,,No,,,,
marin.account_113_02_001_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Income tax (ISR) in favor,113.02.001,Current Assets,,No,,,,
marin.account_113_08_001_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Other taxes in favor,113.08.001,Current Assets,,No,,,,
marin.account_114_01_001_tjgl,marin.company_tjgl,,l10n_mx.tag_debit_balance_account,Provisional income tax (ISR) payments,114.01.001,Current Assets,,No,,,,
